Directory,勘誤,勘誤備註說明,序號,縣市 County,縣市及鄉鎮市區 County and Area,村里 Village,預計收容村里 Service Area,避難收容處所地址 Address,避難收容處所名稱 Shelter Name,適用災害類別 Disaster Categories,適合避難弱者安置 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,預計收容人數 Capacity,緯度,經度,管理人姓名,管理人電話,經緯度
,位置有誤,,94,臺東縣,臺東縣蘭嶼鄉,紅頭村,蘭嶼國小附近住戶,1號 之1,蘭嶼國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.0302,121.5266,許淑貞,（089）731576,"22.0302,121.5266"
,只是漏字或多字,沒填寫村里,95,屏東縣,屏東縣滿州鄉,,響林村,福德路64巷3號,響林活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,22.0377,120.8335,王登興,08-8801348,"22.0377,120.8335"
,,,96,臺東縣,臺東縣蘭嶼鄉,椰油村,椰油國小附近住戶,1號,椰油國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.0453,121.5176,蔡美英,（089）732017,"22.0453,121.5176"
,,,97,臺東縣,臺東縣蘭嶼鄉,椰油村,椰油村,臺東縣蘭嶼鄉椰油村34號,蘭嶼完全高級中學,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,500,22.0494,121.5126,鍾蘭芬,（089）732016#203,"22.0494,121.5126"
,,,98,屏東縣,屏東縣車城鄉,保力村,保力村、統埔村,保力路30號,屏東縣立車城國小保力分校,"水災-Flooding,地震-Earthquake,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,63,22.0561,120.7275,王菀珊,08-8821009,"22.0561,120.7275"
,,,99,屏東縣,屏東縣車城鄉,埔墘村,後灣村、射寮村、埔墘村、新街村,埔墘路38號,屏東縣立車城國小射寮分校,"水災-Flooding,地震-Earthquake",是 Shelter for Vulnerable People,室內 Indoor,否,63,22.0567,120.7118,董倫賢,08-8821010,"22.0567,120.7118"
,,,100,屏東縣,屏東縣車城鄉,福興村,福興村、福安村、統埔村,新興路42號,屏東縣立車城國中,"水災-Flooding,地震-Earthquake,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,350,22.0729,120.7165,陳忠能,08-8821045,"22.0729,120.7165"
,,,101,屏東縣,屏東縣牡丹鄉,四林村,四林村,四林路80號,高士國小牡林分校,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami,核子事故-NuclearEmergency",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,304,22.0731,120.8139,曾村長蘭妹,08-8811160,"22.0731,120.8139"
,,,102,屏東縣,屏東縣滿州鄉,長樂村,長樂社區,和平路21號,長樂村長壽俱樂部,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,22.0742,120.8258,陳秀華,08-8811815,"22.0742,120.8258"
,,,103,屏東縣,屏東縣車城鄉,福興村,福興村、福安村、田中村、海口村,中山路66號,屏東縣立車城國小,"水災-Flooding,地震-Earthquake,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,250,22.0749,120.7146,徐志明,08-8821006,"22.0749,120.7146"
,,,104,屏東縣,屏東縣滿州鄉,長樂村,分水嶺社區,大公路35號,長樂國小,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,120,22.0755,120.8286,楊惠芳,08-8811045#14,"22.0755,120.8286"
,,,105,屏東縣,屏東縣車城鄉,福安村,福興村、福安村、田中村、海口村,福安路5之1號,車城福安宮香客大樓,"水災-Flooding,地震-Earthquake,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.0766,120.7119,陳泰崇,08-8821345,"22.0766,120.7119"
,,,106,臺東縣,臺東縣蘭嶼鄉,朗島村,朗島村,臺東縣蘭嶼鄉朗島村17號,朗島國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.0792,121.5286,陳客宏,89732019,"22.0792,121.5286"
,,,107,屏東縣,屏東縣車城鄉,溫泉村,溫泉村,文化路23號,屏東縣立車城國小溫泉分校,"水災-Flooding,地震-Earthquake,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,63,22.096,120.7487,邱麗文,08-8821005,"22.096,120.7487"
,,,108,屏東縣,屏東縣滿州鄉,九棚村,九棚村,九棚路大愛巷6號,九棚永久屋大愛基地活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,100,22.111079,120.87378,羅美娟,08-8801105#703,"22.111079,120.87378"
,,,109,屏東縣,屏東縣牡丹鄉,高士村,高士村,高士路29號,高士國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,350,22.1248,120.847,李村長德福,08-8810497,"22.1248,120.847"
,,,110,屏東縣,屏東縣牡丹鄉,石門村,石門村,石門路18號,石門村活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.1254,120.774,林村長一江,08-8831045,"22.1254,120.774"
,,,111,屏東縣,屏東縣滿州鄉,港仔村,港仔村,港仔路67號,港仔活動中心,"水災-Flooding,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,22.1334,120.8815,鍾登讚,08-8810429,"22.1334,120.8815"
,,,112,屏東縣,屏東縣獅子鄉,竹坑村,竹坑村,竹坑一巷1鄰8號,竹坑活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,40,22.1454,120.7012,蔡錫金,08-8770106,"22.1454,120.7012"
,,,113,屏東縣,屏東縣牡丹鄉,牡丹村,牡丹村,牡丹路93號,牡丹國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,350,22.1766,120.8377,葉村長德生,08-8830057,"22.1766,120.8377"
,,,114,屏東縣,屏東縣枋山鄉,善餘村,善餘村,光復24號,楓港國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,90,22.1902,120.6922,黃志宏,08-8771158,"22.1902,120.6922"
,,,115,屏東縣,屏東縣牡丹鄉,旭海村,旭海村,旭海路93-1號,旭海村活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,250,22.1917,120.8786,潘村長呈清,08-8830117,"22.1917,120.8786"
,,,116,屏東縣,屏東縣枋山鄉,楓港村,楓港村,村舊庄1-2號,楓港老人文康中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,80,22.193,120.6895,鄭美紋,08-8772073,"22.193,120.6895"
,,,117,屏東縣,屏東縣獅子鄉,楓林村,楓林村,楓林二巷22之2號,楓林國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,22.2022,120.7038,梁恆毅,08-8771371,"22.2022,120.7038"
,,,118,屏東縣,屏東縣獅子鄉,丹路村,丹路村,丹路一巷39號,丹路國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,50,22.2034,120.7515,蔡金樹,08-8771144,"22.2034,120.7515"
,,,119,屏東縣,屏東縣獅子鄉,楓林村,全鄉,舊庄280號,獅子鄉立綜合體育館,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.2051,120.7014,朱元龍,08-8771129#25,"22.2051,120.7014"
,,,120,屏東縣,屏東縣牡丹鄉,東源村,東源村,東源路6號,東源村活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,250,22.2052,120.851,賴村長光明,08-8830116,"22.2052,120.851"
,,,121,屏東縣,屏東縣獅子鄉,內文村,內文村,3鄰26號,內文活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,40,22.2183,120.8507,江新春,08-8700005,"22.2183,120.8507"
,,,122,屏東縣,屏東縣獅子鄉,獅子村,獅子村,3鄰35號,獅子活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,0,22.2323,120.6805,林文旭,08-8761194,"22.2323,120.6805"
,,,123,屏東縣,屏東縣獅子鄉,草埔村,草埔村,6鄰64號,草埔活動中心,"水災-Flooding,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,40,22.2341,120.8014,朱山櫻,08-8701163,"22.2341,120.8014"
,,,124,屏東縣,屏東縣枋山鄉,枋山村,枋山村,枋山路82號,枋山鄉公所,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,22.26396799,120.6524235,陳緯玲,07-8761107,"22.26396799,120.6524235"
,,,125,屏東縣,屏東縣枋山鄉,枋山村,枋山村,國中路1號,枋寮高中正成分校,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,150,22.2643,120.6606,徐敏雄,08-8761140,"22.2643,120.6606"
,沒有說明適用哪些災害類別,,126,臺東縣,臺東縣達仁鄉,南田村,南田村,臺東縣達仁鄉南田村3鄰20號,南田基督教會,,否 No,否,否,50,22.276682,120.890256,高富源,089-702116,"22.276682,120.890256"
,沒有說明適用哪些災害類別,,127,臺東縣,臺東縣達仁鄉,森永村,森永村,臺東縣達仁鄉森永村3鄰31號,森永活動中心,,否 No,否,否,100,22.280641,120.864826,歐慧玲,089-702136,"22.280641,120.864826"
,沒有說明適用哪些災害類別,,128,臺東縣,臺東縣達仁鄉,南田村,南田村,臺東縣達仁鄉南田村10之2號,南田活動中心,,否 No,否,否,100,22.286514,120.888972,村長 楊陳田龍,089-702285,"22.286514,120.888972"
,沒有說明適用哪些災害類別,,129,臺東縣,臺東縣達仁鄉,森永村,安朔村,臺東縣達仁鄉安朔村2鄰20號,安朔基督教會,,否 No,室內 Indoor,否,50,22.292996,120.866016,林正行,089-702277,"22.292996,120.866016"
,沒有說明適用哪些災害類別,,130,臺東縣,臺東縣達仁鄉,安朔村,安朔村,6鄰安朔路114號,安朔集會所,,否 No,否,否,50,22.293497,120.867753,村長 汪淑惠,089-702071,"22.293497,120.867753"
,沒有說明適用哪些災害類別,,131,臺東縣,臺東縣達仁鄉,安朔村,安朔村,臺東縣達仁鄉安朔村8鄰113號,安朔國小,,是 Shelter for Vulnerable People,室內 Indoor,否,200,22.294292,120.868276,校長顏正一,089-702275,"22.294292,120.868276"
,沒有說明適用哪些災害類別,,132,臺東縣,臺東縣達仁鄉,安朔村,安朔村、南田村、森永村,9鄰復興路14號,達仁鄉公所禮堂,,否 No,否,否,100,22.297005,120.883062,黃恩潔,089-702249,"22.297005,120.883062"
,位置有誤,且沒有說明適用哪些災害類別,133,臺東縣,臺東縣卑南鄉,東興村,東興村,東興村東園一街40號,大南國民小學,,否 No,否,否,50,22.301654,121.016385,李玉如,089-382402,"22.301654,121.016385"
,,,134,屏東縣,屏東縣獅子鄉,內獅村,內獅村、南世村,內獅村1號,內獅國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,0,22.3052,120.6427,周宗憲,08-8720034,"22.3052,120.6427"
,,,135,臺東縣,臺東縣大武鄉,南興村,南興社區,達興路173號,南興村社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,200,22.3104,120.8867,鍾皓如,089-702165,"22.3104,120.8867"
,,,136,屏東縣,屏東縣琉球鄉,南福村,南福村,忠孝路1-10號,南福社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,22.3284,120.3634,黃文裕,8611579,"22.3284,120.3634"
,,,137,屏東縣,屏東縣枋山鄉,加祿村,加祿村,會社28號,加祿國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,60,22.3302,120.6211,翁和正,08-8720060,"22.3302,120.6211"
,,,138,屏東縣,屏東縣琉球鄉,大福村,大福村,和平路3巷14-1號,大福社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.3338,120.3708,洪蔡麗霞,8613920,"22.3338,120.3708"
,,,139,屏東縣,屏東縣琉球鄉,大福村,本福村、大福村,中正路158號,琉球國中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,22.336,120.3685,蔡妙美,8612509,"22.336,120.3685"
,,,140,屏東縣,屏東縣琉球鄉,大福村,大福村、南福村,中正路293號,琉球國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,22.3371,120.3683,張簡振豐,8612597,"22.3371,120.3683"
,,,141,臺東縣,臺東縣大武鄉,尚武村,大鳥社區7~9鄰,政通3街1號,尚武村社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.342,120.8818,葉雅綸,089-791917,"22.342,120.8818"
,,,142,臺東縣,臺東縣大武鄉,尚武村,加羅板部落、古庄部落,政通5街6-1號,大武鄉立托兒所,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,100,22.3425,120.8806,張輝煌,089-791721,"22.3425,120.8806"
,,,143,屏東縣,屏東縣琉球鄉,杉福村,商福村、杉福村,復興路97號,全德國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,22.3462,120.3692,黃建榮,8612534,"22.3462,120.3692"
,,,144,屏東縣,屏東縣琉球鄉,中福村,本福村、中福村、漁福村,行政路12號,琉球鄉公所,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,150,22.3501,120.3837,陳隆進,08-8612501,"22.3501,120.3837"
,,,145,屏東縣,屏東縣枋寮鄉,保生村,隆山村、安樂村、中寮村、保生村,海邊路6號,老人文康活動中心,水災-Flooding,是 Shelter for Vulnerable People,室內 Indoor,否,150,22.3562,120.5997,潘志信,08-8782012,"22.3562,120.5997"
,,,146,臺東縣,臺東縣大武鄉,大武村,大鳥社區11~14鄰,大武街110號,大武老人會館,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,150,22.3564,120.9038,董炎輝,089-791450,"22.3564,120.9038"
,,,147,臺東縣,臺東縣大武鄉,大武村,大武鄉,大武街21巷1號,大武鄉多功能綜合活動中心暨避難收容所,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,300,22.3581,120.9064,高佳珍,089-792275,"22.3581,120.9064"
,,,148,屏東縣,屏東縣春日鄉,古華村,古華村,古華路6鄰2巷46號,古華社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.3596,120.6281,理事長陸清木,08-8783276,"22.3596,120.6281"
,,,149,臺東縣,臺東縣大武鄉,大武村,大鳥社區10鄰,大武街56號,大武村社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.3596,120.8975,陳立忠,089-791826,"22.3596,120.8975"
,,,150,屏東縣,屏東縣春日鄉,古華村,古華村、士文村,3巷63號,古華國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,22.361,120.626,校長 林季福,08-8781040,"22.361,120.626"
,,,151,屏東縣,屏東縣枋寮鄉,隆山村,隆山村、安樂村、中寮村、保生村,僑德路186號,僑德國小,水災-Flooding,否 No,室內 Indoor,否,320,22.3631,120.6,陳郁程,08-8782096,"22.3631,120.6"
,,,152,屏東縣,屏東縣枋寮鄉,枋寮村,枋寮村 新龍村,德興路197號,枋寮國小,"水災-Flooding,地震-Earthquake",否 No,室內 Indoor,否,189,22.3678,120.5908,鄭慧華,08-8782034,"22.3678,120.5908"
,,,153,屏東縣,屏東縣春日鄉,士文村,士文村,64-2號,士文聚會所,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,50,22.3685,120.6639,村 長 程中廣,8790009,"22.3685,120.6639"
,,,154,屏東縣,屏東縣春日鄉,士文村,士文村,65號,古華國民小學-士文分校,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,60,22.3689,120.6635,主任 戴照吉,08-8790029,"22.3689,120.6635"
,,,155,屏東縣,屏東縣春日鄉,春日村,春日村,春日路13號,春日社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,22.3703,120.6243,理事長 余國基,08-8785913,"22.3703,120.6243"
,,,156,屏東縣,屏東縣春日鄉,春日村,春日村、古華村、士文村,春日路314號,春日國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,22.3703,120.627,校長戴文柱,08-8782433,"22.3703,120.627"
,,,157,屏東縣,屏東縣枋寮鄉,新龍村,枋寮村、新龍村,義民路3號,枋寮高中,"水災-Flooding,地震-Earthquake",否 No,室內 Indoor,否,1136,22.3711,120.5908,陳瑞華,08-8782095,"22.3711,120.5908"
,沒有說明適用哪些災害類別,,158,臺東縣,臺東縣達仁鄉,新化村,新化村,57號,臺東縣立安朔國小新化分校,,否 No,否,否,200,22.381551,120.856773,吳昭明,089-792495,"22.381551,120.856773"
,,,159,屏東縣,屏東縣枋寮鄉,人和村,天時村、地利村、人和村、新開村、內寮村,建興路39號,建興國小,"水災-Flooding,地震-Earthquake,海嘯-Tsunami",否 No,室內 Indoor,否,162,22.387,120.6019,蔡有福,08-87813562,"22.387,120.6019"
